max_number;door_length;wall_length;area;nb_door;nb_wall;cooling;heating
330;326;1465;9000;9;30;92379;73806
401;619;2407;9000;10;33;93595;75934
727;1096;3804;9000;14;28;92811;73883
571;573;2541;9000;13;43;93299;75139
393;253;2055;9000;7;31;93334;74384
390;256;1400;9000;7;27;94245;74710
496;540;2141;9000;10;27;94463;75168
393;600;2032;9000;13;34;94940;74629
517;745;2777;9000;13;32;95403;77951
591;594;3092;9000;10;34;94519;74436
474;483;2566;9000;10;32;94957;74829
423;542;2058;9000;13;31;93867;74215
410;372;2105;9000;9;37;94975;75173
551;603;2486;9000;10;26;95254;78422
949;743;4514;9000;7;27;95667;77591
1895;3174;11088;9000;15;35;97424;80547
485;720;2753;9000;13;32;96749;76999
494;398;2152;9000;9;37;95583;74587
1527;3081;9490;9000;14;29;95185;75419
1260;2167;7443;9000;12;31;96785;76400
385;275;1560;9000;8;29;96505;77541
349;312;1805;9000;8;34;95981;77623
395;267;1612;9000;8;30;96448;76121
1893;1157;9169;9000;8;28;97163;77864
384;289;1458;9000;8;29;96805;75676
306;288;1591;9000;8;32;96071;75708
633;682;3786;9000;8;31;96370;76533
563;893;3184;9000;12;29;96494;76528
392;269;1547;9000;8;36;96677;76719
355;1016;2393;9000;16;35;97453;76907
592;447;2486;9000;7;28;98265;77570
425;238;2066;9000;7;35;98023;77522
394;424;2260;9000;10;35;97631;78603
1162;1276;7471;9000;10;29;97850;77766
419;448;2223;9000;9;30;97731;77323
633;475;2726;9000;8;33;98387;78307
417;495;1944;9000;13;32;97768;76424
954;708;3350;9000;9;31;99455;81973
379;437;2099;9000;10;30;98607;78450
633;497;2466;9000;9;29;98010;76490
573;796;3463;9000;10;29;98911;77248
618;682;3745;9000;12;33;99816;79109
420;328;2134;9000;9;35;99081;79246
384;331;1691;9000;8;30;99592;78310
340;191;1341;9000;6;34;99489;77931
427;282;1686;9000;6;27;98845;78056
358;305;1812;9000;9;34;99588;79432
1159;1820;6845;9000;13;29;100458;79977
378;288;1626;9000;7;30;100348;79043
837;334;3523;9000;6;33;100623;79288
632;384;2879;9000;7;33;101570;80265
1316;862;4879;9600;8;28;100472;80926
281;309;1391;9600;9;18;101663;80209
308;325;2159;9600;9;20;100474;79144
458;554;2641;9600;13;15;101903;81698
340;398;1853;9600;10;18;101682;81663
571;952;4968;9600;14;40;102020;81988
376;561;2404;9600;14;40;102251;81892
427;239;1769;9600;8;17;100863;79605
390;637;2499;9600;14;36;101480;81281
492;743;2780;9600;12;17;102975;81261
885;1189;5564;9600;12;15;102641;81617
608;894;3523;9600;10;18;102128;80119
222;210;1383;9600;10;22;102290;79776
415;331;2162;9600;10;36;101834;79512
740;1086;5042;9600;13;19;102882;81224
473;676;2937;9600;13;17;103181;81688
398;214;1919;9600;9;21;103407;81725
363;789;2502;9600;17;39;103110;81165
344;623;2467;9600;12;16;102712;81057
338;143;1317;9600;5;17;102293;81098
493;276;2102;9600;7;16;102960;81530
621;1042;3392;9600;14;17;102452;80403
482;838;2982;9600;14;15;103420;82676
886;1687;6196;9600;14;16;103973;82413
471;384;1801;9600;8;33;103366;80348
385;413;1920;9600;14;32;103607;81176
498;600;3201;9600;10;17;104384;81764
420;614;2168;9600;15;35;104440;83231
429;539;2303;9600;13;19;105284;82546
394;375;2151;9980;11;35;103225;80599
297;541;2165;9980;12;37;104038;81084
273;499;1670;9980;12;31;103565;80942
386;480;2233;9980;13;39;104872;84145
1251;1914;7498;10000;9;32;105300;84115
292;310;1798;10000;8;36;104304;81677
384;461;1994;10000;11;33;105590;84870
289;497;2112;10000;13;46;106044;85967
422;652;2471;10000;13;31;105091;81809
1255;599;5194;10000;6;35;105057;81866
327;282;2019;10000;8;29;105747;83447
968;1181;5375;10000;11;33;105854;84121
365;258;1620;10000;10;34;105721;83532
426;358;2009;10000;8;32;106128;84743
492;263;1994;10000;7;34;106732;85749
592;390;2438;10000;8;34;106943;84708
419;179;1594;10000;6;32;107063;83251
395;584;2240;10000;14;33;107524;83838
345;373;1713;10000;13;30;108519;84981
414;355;1749;10000;10;35;108904;85985
420;281;1898;10000;9;46;108219;84234
548;342;2368;10000;8;36;108020;84034
1117;700;4881;10000;7;30;108299;83943
528;340;2406;10000;11;44;108827;84872
366;560;2277;10000;14;33;109287;85204
407;657;2463;10000;10;33;109040;85818
399;354;1829;10000;10;31;109595;86078
483;671;2912;10000;13;37;109877;88604
716;770;3246;10000;10;40;109644;85089
339;394;1731;10000;7;37;111033;87494
411;464;2435;10000;10;36;110926;86326
348;479;1874;10000;10;29;111795;88530
367;613;2406;10000;12;37;110401;85838
381;724;2268;10000;14;33;111513;86401
377;623;2633;10000;10;29;111539;86791
301;787;1977;10000;15;31;111743;88302
493;349;2039;10000;9;36;111996;86862
268;356;1647;10000;10;31;113703;92641
541;714;2924;10000;12;36;112733;88511
435;249;2563;10000;6;33;111650;86932
403;251;1553;10000;6;31;112470;89333
398;380;1993;10000;11;32;112596;88319
559;703;3383;10000;13;37;112996;89693
474;759;3132;10000;12;30;113234;87955
951;1308;6111;10000;13;38;113070;87668
888;1219;5412;10000;11;36;112958;87766
538;971;3488;10000;13;37;113136;87517
339;452;2217;10000;13;38;113514;89477
630;278;2298;10000;4;25;114404;90192
493;682;2797;10000;12;34;114506;90650
433;351;2134;10000;7;33;114851;89553
494;723;2901;10000;11;35;114859;89900
412;618;2280;10000;14;31;115968;90720
492;599;2548;10000;12;36;116632;91064
590;611;3403;10000;8;31;117501;91520
493;1112;3157;10000;13;32;117882;91489
548;340;2123;10000;8;35;116047;89393
420;571;2357;10000;13;40;116465;90552
435;246;1778;10000;9;33;117092;91416
524;860;3746;10000;14;32;117925;95052
579;776;3250;10000;12;34;116620;90338
392;483;2434;10000;12;35;117053;90251
298;237;1200;10000;8;32;117406;90422
463;269;2032;10000;8;33;119791;95947
325;125;1362;10000;5;30;119088;94099
619;583;3051;10000;10;39;118340;91535
408;686;2238;10000;14;36;118452;91895
633;516;2426;10000;10;35;118452;91895
532;1111;3694;10000;13;34;117892;90939
461;308;1895;10000;7;34;120958;94814
247;474;1601;10000;12;34;118771;92920
398;301;1917;10000;9;31;118804;91448
978;616;4246;10000;8;31;120107;92860
572;678;2933;10000;10;29;119941;93926
402;573;2481;10000;13;35;120059;93076
386;775;2724;10000;15;34;119912;92178
882;1046;5203;10000;10;31;120951;95042
341;232;1213;10000;9;27;121125;94680
372;502;1679;10000;13;35;120999;93677
380;607;2622;10000;9;31;121099;95190
314;393;1664;10000;12;31;121238;93781
481;554;3546;10000;13;41;121635;95332
379;430;2158;10000;13;37;121913;95648
298;355;1643;10000;10;35;122845;95919
1000;1313;6212;10400;9;16;121946;95383
331;424;1944;10400;13;15;121995;93809
391;573;3277;10400;16;26;122098;96667
491;839;3396;10400;13;17;123448;95258
591;771;3727;10400;12;39;122585;94533
441;604;2253;10400;13;18;123571;98118
442;656;3091;10400;15;19;123444;95635
295;477;2165;10400;13;23;123467;96452
286;423;1939;10400;10;17;126199;97760
437;813;3548;10400;17;42;124009;96018
567;706;3436;10400;13;45;124805;97742
492;397;2310;10400;8;19;126059;97613
384;484;2328;10400;12;45;125199;96168
504;456;2225;10980;9;40;126026;98409
277;391;1820;10980;11;37;125422;98499
382;502;2253;10980;12;38;125506;96193
274;511;2137;11000;15;38;126065;99988
418;531;2604;11000;13;40;126269;100050
473;896;3166;11000;15;35;126449;98502
354;289;1736;11000;8;33;126497;99977
1225;371;5204;11000;4;37;126172;98428
387;478;2431;11000;11;41;126442;97536
427;539;2412;11000;13;40;126579;97214
442;502;3191;11000;10;43;127023;97482
395;453;1979;11000;14;37;126755;97438
634;900;3666;11000;13;38;127786;101458
372;456;2299;11000;11;37;127253;98830
613;995;3799;11000;13;33;127936;100443
392;601;2620;11000;13;35;128169;99971
482;823;3174;11000;13;39;128956;100148
385;608;2442;11000;15;38;129001;99093
302;424;1698;11000;12;38;131953;104038
802;559;3412;11000;9;38;129185;99445
633;1037;3995;11000;16;39;129574;99447
442;627;2744;11000;12;36;131424;102519
1893;1550;11168;11000;9;35;130951;100428
632;744;3846;11000;13;44;131643;102567
1811;3592;9360;11000;15;32;131679;102795
393;501;2141;11000;13;34;131583;101483
974;1141;5587;11000;14;43;131166;101483
593;928;3528;11000;13;36;131553;102591
883;1214;5722;11000;11;35;131525;101311
306;444;1589;11000;15;37;133473;101917
453;908;3364;11000;14;41;133844;104653
363;654;2485;11000;15;41;133738;102635
493;333;1964;11000;8;38;134576;104845
1578;1770;9191;11000;10;39;134260;102369
369;233;1636;11000;7;35;135559;105752
460;412;2601;11000;10;34;135433;104512
786;1583;5564;11000;18;45;136074;104064
397;566;2384;11000;15;43;135677;105116
614;856;3858;11000;12;34;135683;104384
275;294;1182;11000;12;35;136904;105144
566;401;2477;11000;9;33;135731;105202
573;587;2847;11000;10;35;137042;104756
438;708;2587;11000;15;37;136861;105110
490;845;3402;11000;13;36;137674;106349
917;1185;5808;11000;11;39;138591;107239
473;482;2088;11000;12;33;137543;106516
417;715;2509;11000;15;38;138462;106884
485;787;3070;11000;12;36;138797;107026
288;331;1662;11000;15;36;140183;108207
373;757;2413;11000;14;40;140921;111806
494;328;2320;11000;8;41;139905;106858
626;1119;4441;11000;13;35;140765;108477
435;793;2601;11000;14;35;140486;106870
584;435;2765;11000;10;35;140734;108126
372;618;2257;11000;12;36;141024;110326
985;1468;6375;11000;13;37;142754;110347
705;1244;5046;11000;13;35;142579;109925
492;383;2413;11000;8;39;144370;110024
629;747;2923;11000;13;37;144534;111086
400;341;1781;11000;9;35;145342;112006
378;507;2025;11000;13;36;145788;111485
554;1003;3747;11000;12;35;144909;111446
491;744;3068;11000;14;45;146077;111345
542;757;3164;11000;12;34;147920;117856
484;365;2607;11000;7;37;146415;111500
952;679;3565;11000;8;33;145808;113796
468;593;2605;11000;13;40;147327;114414
392;545;2421;11000;12;35;147595;113007
356;553;2067;11000;12;35;146805;113853
475;434;2462;11000;4;34;147481;113403
472;1004;2792;11000;14;38;147154;111998
634;1161;4047;11000;15;47;147531;113359
412;1141;2730;11000;20;34;148064;113725
458;743;2977;11000;12;36;148452;113981
370;638;2470;11000;13;36;149572;115723
580;995;3469;11000;10;36;149561;115917
910;727;3698;11000;8;42;150287;114354
312;486;1807;11000;13;37;150846;114573
539;382;2487;11000;9;36;151642;115811
384;663;2483;11000;15;40;152497;116818
858;265;3533;11000;4;33;154876;118270
407;969;3077;11000;16;36;153652;116690
985;894;5602;11000;12;48;153653;117890
427;510;2377;11000;13;42;153293;117457
395;476;2396;11000;11;35;155509;120518
409;436;1891;11000;10;37;154598;117916
383;554;2433;11000;14;41;154633;117873
388;246;1636;11000;7;36;155056;119054
329;674;2018;11000;19;35;155415;119342
540;791;2822;11000;15;36;157140;125720
623;391;2874;11000;7;32;159346;125223
474;915;3386;11000;17;38;156957;118348
400;374;2368;11000;9;36;157847;119878
385;511;2232;11000;11;36;157760;120137
542;1004;3922;11000;14;39;158910;120299
628;594;3081;11000;9;36;158157;120134
355;291;2110;11000;9;36;159588;122259
392;598;2196;11180;12;22;159662;121055
610;612;3901;11200;10;40;159787;122642
1210;539;5290;11200;6;32;159785;121973
275;339;1600;11200;12;33;160919;121494
454;965;3755;11200;18;44;160847;121994
338;569;2684;11200;16;22;161591;123172
413;688;2628;11200;15;18;161908;122277
1316;3265;10057;11200;14;18;162906;124604
678;864;3813;11200;13;19;162474;123200
371;179;2151;11200;7;18;163762;123558
425;544;2615;11200;13;23;163917;126249
418;657;3017;11200;13;43;165281;126134
503;361;2196;11200;7;30;162576;124050
633;626;3424;11200;9;21;163843;124584
454;615;3020;11200;18;25;164218;123631
475;545;3341;11200;13;18;164424;126396
588;995;3900;11200;17;17;165052;124503
274;429;1551;11200;12;17;165229;124619
397;432;2052;11980;12;43;166455;125359
490;529;2761;12000;13;48;167073;125777
469;687;2904;12000;15;21;167891;129059
357;561;2140;12000;13;41;168620;127779
468;783;3313;12000;15;41;168714;127311
606;1108;4032;12000;14;40;169595;129116
462;844;3203;12000;12;35;170248;129660
252;409;1542;12000;16;46;170437;129334
458;672;2887;12000;11;35;170437;130175
428;335;1833;12000;9;38;169352;127794
415;620;3020;12000;12;25;171854;130129
279;347;1619;12000;12;40;171703;128310
503;874;2764;12000;14;40;171878;129675
452;692;2853;12000;12;49;172801;131729
423;497;2499;12000;9;34;174871;132854
493;280;1948;12000;8;32;172922;132193
411;509;2374;12000;14;42;173299;130348
603;1410;4299;12000;15;35;174389;130908
994;724;5923;12000;12;46;175788;134187
398;545;2286;12000;14;19;176188;134770
939;1267;5332;12000;7;36;175363;133576
419;478;2362;12000;12;38;174736;133305
626;1083;4049;12000;18;37;175092;132263
430;693;2637;12000;16;46;174819;131938
340;606;1783;12000;14;43;175555;134338
408;537;2376;12000;14;40;176466;132249
410;655;2430;12000;17;37;177037;133707
443;560;2880;12000;11;42;177782;133374
395;542;2336;12000;14;42;178282;134130
975;1950;7092;12000;14;40;178888;135799
466;879;3828;12000;12;23;179438;134375
489;716;3159;12000;14;21;180062;136152
372;426;2148;12000;12;24;179578;134809
352;237;1731;12000;7;37;180171;137124
394;275;1677;12000;8;37;180816;137569
419;588;2709;12000;14;44;180706;134933
443;754;3229;12000;13;36;181580;136834
441;469;2514;12000;12;38;180993;136370
492;827;3196;12000;15;53;181922;136096
473;738;2851;12000;15;45;183587;140062
359;174;1134;12000;7;37;184148;140634
352;411;1822;12000;13;38;183091;138338
985;914;4738;12000;8;40;183794;138112
1106;1682;6905;12000;12;39;183414;138912
384;514;2466;12000;12;18;184367;138299
394;437;2349;12000;9;38;184871;140275
372;468;2124;12000;12;37;184839;138227
381;418;2135;12000;12;40;186137;139892
552;920;3886;12000;14;40;185988;141370
387;476;2308;12000;13;46;186134;141504
514;916;3425;12000;15;41;188182;141798
633;925;3991;12000;14;38;190283;144246
298;454;1913;12000;13;35;188785;142115
492;429;2352;12000;10;40;189567;143056
588;595;3526;12000;10;40;189876;142217
397;507;2269;12000;12;44;191669;143431
288;465;1858;12000;13;38;193755;145243
381;449;2010;12000;11;36;194809;145375
386;615;2659;12000;17;19;195055;145355
1893;2729;12760;12000;12;39;195621;146203
419;892;3187;12000;15;20;197511;147986
450;802;2855;12000;15;44;197552;147159
627;555;3298;12000;9;19;199585;152861
599;421;2605;12000;10;38;197609;148497
1158;826;6354;12000;11;40;199049;150490
332;584;2147;12000;14;47;198232;147734
291;406;1660;12000;17;39;199453;148326
983;531;3901;12000;8;36;202929;151934
424;554;2311;12000;13;40;203090;151808
984;714;5333;12000;7;39;204021;151849
551;935;3262;12000;13;38;205126;153279
413;573;2508;12000;12;38;205632;154199
457;382;2013;12000;12;43;205016;152702
424;484;2605;12000;11;39;206940;155138
435;310;2330;12000;6;39;208182;156742
1312;946;5253;12000;9;38;206813;154515
592;1233;4295;12000;17;46;208072;157338
388;544;3106;12000;13;21;207355;154997
633;904;4023;12000;14;39;208821;155567
633;684;4084;12000;12;48;211369;158553
552;936;4164;12000;15;41;209553;156951
412;499;2414;12000;11;49;209944;156986
1889;1995;10470;12000;12;41;212307;158169
361;440;1940;12000;13;37;213267;159038
389;580;2633;12000;15;43;213216;162978
401;338;2378;12000;10;43;213819;159386
378;661;2666;12000;15;40;213242;159590
488;761;3418;12000;14;48;215960;159683
1885;1789;10489;12000;10;41;215233;159945
489;776;3238;12000;12;36;218054;163779
625;736;3647;12000;11;40;220244;163991
340;433;1877;12000;11;39;219829;162889
374;767;2695;12000;17;43;220618;164666
249;276;1311;12000;13;36;221009;163615
488;534;3858;12800;13;29;225387;169716
629;847;3944;12800;13;19;223901;166971
367;831;3227;12800;18;57;224644;168097
498;815;3262;12800;14;19;226353;169783
459;607;3028;12800;15;17;225741;167024
414;503;2434;12800;14;25;228126;170587
396;513;2392;12800;15;22;226435;168666
361;311;1988;12800;13;24;226059;167783
401;435;2344;12800;10;17;228042;170047
467;645;2937;12960;12;41;228593;169179
427;729;2680;12980;15;42;229546;169068
229;461;1466;12980;18;41;231857;172498
398;744;2472;12980;18;44;232950;172187
473;521;2122;13000;11;36;234612;173305
927;639;3614;13000;11;41;236282;175407
420;621;2719;13000;12;41;240157;178992
411;742;2575;13000;17;46;238970;176044
598;791;3331;13000;10;37;240447;179508
329;649;2600;13000;17;42;241135;178955
497;755;2886;13000;13;40;243652;180783
804;1139;5818;13000;13;51;242470;178754
361;320;1680;13000;11;43;246166;182938
1893;2077;11951;13000;16;44;246502;183055
875;1251;5339;13000;14;47;245407;182024
276;318;1631;13000;9;35;252176;184828
634;874;3468;13000;17;47;252304;186849
394;314;2465;13000;10;41;253152;185821
875;763;3990;13000;8;36;253879;187473
466;503;2602;13000;12;40;256475;189226
713;1023;4463;13000;13;37;257111;190660
492;481;2521;13000;11;44;260652;191186
475;685;2851;13000;17;47;266786;201988
354;541;1721;13000;19;45;270383;199409
368;327;2035;13000;7;46;271293;198730
1275;1385;7388;13000;10;35;277241;204062
582;1522;4225;13000;18;43;277820;204289
1733;1330;9878;13000;9;44;287952;213689
593;694;3597;13000;11;42;290291;213872
356;549;1842;13000;14;39;292431;214828
409;417;2154;13000;13;37;292307;215465
424;510;1838;13000;13;46;300140;218462
491;896;3535;13000;15;38;302131;222879
487;708;2689;13000;12;44;307769;224840
462;624;2819;13000;12;40;307019;223397
266;383;1757;13000;18;44;322817;234419
427;541;2612;13000;10;40;328489;242258
381;333;2196;13000;11;38;329530;239288
494;368;2628;13000;8;37;337653;248900
389;455;2147;13000;14;43;340342;246961
298;545;1929;13000;16;43;341381;247686
575;859;3493;13000;15;46;342832;248866
583;921;3556;13000;14;45;347875;253303
387;557;3082;13000;11;40;347336;251972
393;531;2378;13000;14;41;347562;251678
958;1666;5610;13000;14;41;349685;257004
472;640;3286;13000;12;43;348650;252943
439;827;3359;13000;16;42;353345;255718
488;561;2657;13000;11;45;356076;258917
1423;1896;8984;13000;13;47;356934;258626
907;918;6060;13000;11;52;357201;258573
348;415;2265;13000;12;39;358407;259861
470;662;2616;13000;13;44;357556;258970
456;787;2992;13000;14;42;359169;259913
524;692;2676;13000;10;42;359200;261637
249;352;1421;13000;12;39;360314;260567
327;452;1931;13000;13;36;361125;263818
988;1050;5365;13000;13;43;361461;261430
990;1659;6249;13000;14;41;362906;262769
410;787;2474;13000;16;38;363244;262736
467;591;3159;13000;12;47;367911;265951
485;615;3057;13000;14;46;370286;269685
492;316;2558;13600;7;17;374378;271033
455;681;3069;13600;15;47;373736;270610
444;761;2920;13600;17;24;377229;272496
485;486;2860;14000;13;45;381749;275858
483;716;2960;14000;14;52;383167;276913
579;1446;4663;14000;17;42;383502;277301
404;612;2558;14000;15;51;381381;278045
590;1128;4181;14000;16;43;385024;279360
522;526;2916;14000;10;44;383561;276921
491;638;3060;14000;10;46;385916;279739
630;1040;4100;14000;14;46;386187;278557
517;729;3307;14000;14;53;388807;280977
444;464;2527;14000;13;51;392254;285794
408;532;2385;14000;15;44;393358;283990
346;622;2276;14000;15;48;393886;284528
464;449;2881;14000;10;42;394065;285599
1127;1687;6535;14000;13;38;400582;288972
964;1660;5998;14000;14;44;401506;288665
938;1241;5928;14000;16;46;404062;291734
460;489;2657;14000;13;46;407563;296975
491;845;3335;14000;17;48;408656;294543
967;1193;5690;14000;10;47;409423;294629
415;453;2211;14000;12;52;409423;294629
509;932;4300;14000;17;51;414690;300824
1718;2900;10210;14000;19;46;412786;296333
986;1228;5439;14000;12;47;412930;296786
715;620;4225;14000;10;42;432477;311923
338;448;2272;14000;12;43;433527;311880
329;423;1819;14000;15;43;438277;315949
520;884;3741;14000;15;52;449336;323250
488;551;3002;14000;12;50;451587;324537
372;606;2569;14000;15;44;452027;325677
494;683;3086;14000;16;55;456067;328428
631;1108;3972;14000;16;42;458548;329323
646;963;4258;14000;13;43;460305;329505
474;648;2737;14000;14;40;460412;331095
998;1751;6293;14000;16;49;461738;333520
473;912;3368;14000;16;48;465892;337455
633;778;4025;14000;13;41;468909;338360
500;705;3221;14000;16;53;471519;338771
314;367;1846;14000;14;53;474422;343692
510;723;2985;14000;15;44;474801;342242
394;571;2434;14400;14;41;476692;343038
1035;1768;5959;14400;16;17;478083;344052
375;682;2631;14960;17;48;478043;342335
328;506;2004;14960;16;47;482175;352443
421;835;2800;14980;18;51;481437;343443
477;629;2931;14980;14;53;485962;346993
592;748;3458;14980;15;49;487685;347531
401;539;2416;15000;14;49;492269;353330
591;866;3496;15000;13;53;492269;353330
557;1483;4690;15000;16;42;491167;351250
418;1023;3438;15000;21;50;495123;354643
327;503;2266;15000;15;46;496884;354394
475;732;3116;15000;16;50;504616;362322
373;492;1953;15000;13;46;505044;359916
439;763;2554;15000;17;45;513604;365934
467;842;3515;15000;17;44;515706;368515
634;948;4261;15000;19;48;519068;374032
352;545;2346;15000;17;56;523617;375275
383;479;2388;15000;15;50;525638;376630
298;311;1801;15000;16;52;526930;377306
379;534;2493;15000;13;47;526930;377306
491;754;3293;15000;13;49;528342;379606
631;1063;4531;15000;18;51;528506;378567
415;376;2167;15000;15;51;530093;379689
404;396;2595;15000;13;52;530540;380127
508;1119;3604;15000;16;56;529342;376709
1452;2433;9424;15000;12;42;534117;383857
623;738;3389;15000;13;49;534950;382482
492;506;2531;15000;12;49;536597;382979
388;736;2883;15000;15;51;534789;380803
238;330;1621;15000;12;44;540071;385981
467;1017;3349;15000;18;45;550120;397591
986;1522;6425;15200;16;23;563030;405348
924;628;6772;15200;9;24;560188;397782
457;743;3153;16000;18;25;589061;420733
460;904;3712;16000;16;45;597766;426050
414;515;2488;16000;15;48;619004;437538
308;370;2008;16000;16;21;662713;470352
635;1353;4469;16000;21;58;682848;481140
420;533;2435;16000;13;53;683685;483580
462;1488;4304;16000;23;48;691962;489220
475;753;3165;16000;16;43;714304;504900
438;785;3436;16000;20;53;713839;503436
297;473;1781;16000;14;47;743332;525871
454;560;3100;16000;14;57;743502;522098
492;600;3125;16000;12;56;749219;526239
633;1153;4213;16000;15;52;752441;531802
373;492;2616;16000;17;64;769675;540788
487;1171;4194;16000;21;58;780782;547369
467;1217;4242;16000;23;60;782866;549336
654;660;4017;16000;11;59;807047;571559
484;790;3785;16000;16;59;831797;582161
393;761;3161;16000;18;47;839886;587581
626;730;3674;16000;12;49;852908;602994
426;724;2895;16000;16;49;886633;626422
373;649;2779;16000;15;49;924065;647045
372;528;2569;16000;14;48;931522;655474
497;805;3592;16000;17;52;927230;646881
348;519;2970;16800;19;31;945926;660689
461;585;2808;16800;16;25;968943;680014
442;703;2846;17000;19;50;994989;696978
554;951;4042;17000;18;55;1019095;712653
490;660;2810;17000;12;48;1024548;717949
623;898;4276;17000;16;49;1072795;753857
400;434;2391;17000;15;60;1077811;752561
1011;2241;7986;17000;22;60;1089818;760563
1043;1650;6910;17000;12;53;1110552;777512
429;587;2732;17000;18;51;1172049;814896
1081;665;4523;17600;8;17;1216830;845250
421;654;3178;17950;16;62;1252295;868742
403;611;2745;17980;14;66;1474117;1018300
473;608;3022;18000;16;54;1599772;1104111
347;808;3091;19000;19;64;1605180;1104861
491;677;3118;19000;18;65;1665228;1149268
372;739;3039;19000;17;57;1665543;1148130
620;769;4357;20800;16;65;1689439;1160818
518;879;3729;22000;26;68;1772799;1218195